id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	expiration_date	availability	shipping_weight	brand	condition	product_type	google_product_category	mpn
61	LorAnn Super Strength Flavor - Pralines and Cream	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=63	http://www.hackleyhealthmanagement.com/media/catalog/product/0/8/0810-0100_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-pral
62	LorAnn Super Strength Flavor - Raspberry	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=64	http://www.hackleyhealthmanagement.com/media/catalog/product/0/1/0160-0100_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-rasp
63	LorAnn Super Strength Flavor - Root Beer	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=65	http://www.hackleyhealthmanagement.com/media/catalog/product/0/3/0340-0100_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-root
64	LorAnn Super Strength Flavor - Strawberry	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=66	http://www.hackleyhealthmanagement.com/media/catalog/product/0/3/0320-0100_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-straw
65	LorAnn Super Strength Flavor - Tropical Punch	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=67	http://www.hackleyhealthmanagement.com/media/catalog/product/0/5/0500-0100_1_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-trop
66	LorAnn Super Strength Flavor - Vanilla Butternut	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=68	http://www.hackleyhealthmanagement.com/media/catalog/product/0/3/0310-0100_1_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-van
67	LorAnn Super Strength Flavor - Watermelon	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=69	http://www.hackleyhealthmanagement.com/media/catalog/product/0/2/0260-0100_1_1.jpg	 	1.40 USD	 	 	2014-08-17	in stock	0.0500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-wat
113	LorAnn Super Strength Flavor - Amaretto	LorAnn's super-strength, gourmet flavoring oils are highly concentrated and unsweetened. Assorted Flavors	http://www.hackleyhealthmanagement.com/assorted-extracts?utm_source=google_shopping&utm_medium=feed&151=35	http://www.hackleyhealthmanagement.com/media/catalog/product/0/3/0380-0100_2.jpg	 	1.40 USD	 	 	2014-08-17	in stock	1.0000 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	extract-am
69	Pasta Fagioli	Traditional hearty mix of penne pasta, beans, carrots, and tomatoes in a savory brown sauce.	http://www.hackleyhealthmanagement.com/pasta-fagioli?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/p/a/pastafagioli_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/p/a/pastafagioli_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/p/a/pastafagioli_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/p/a/pastafagioli_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-pf
70	Beef Stroganoff with Noodles	Traditional hearty mix of penne pasta, beans, carrots, and tomatoes in a savory brown sauce.	http://www.hackleyhealthmanagement.com/beef-stroganoff-with-noodles?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beefstroganoff_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beefstroganoff_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beefstroganoff_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beefstroganoff_wveg.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beefstroganoff_wsides.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-bsn
71	Steak Strips with Red Potatoes & Sauce	Tender slices of seasoned steak with roasted red potatoes, mushrooms, and green beans in a savory brown sauce.	http://www.hackleyhealthmanagement.com/steak-strips-with-red-potatoes-and-sauce?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/s/t/steakstripswithredpotatoesandsauce_wbox.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/s/t/steakstripswithredpotatoesandsauce_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/s/t/steakstripswithredpotatoesandsauce_webready.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/s/t/steakstripswithredpotatoesandsauce_wvegsides.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-ssrps
72	Beef &amp; Bean Enchilada	Enjoy a “south-of-the-border” treat with this zesty combination of beef and beans in a mild chili sauce, wrapped in two light flour tortillas.	http://www.hackleyhealthmanagement.com/beef-and-bean-enchilada?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beanandbeefenchiladas_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beanandbeefenchiladas_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/b/e/beanandbeefenchiladas_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-bbe
73	Cheese & Basil Ravioli in Tomato Sauce	Delicate pasta filled with a flavorful blend of cheese, basil, and spices in a red sauce.	http://www.hackleyhealthmanagement.com/cheese-and-basil-ravioli-in-tomato-sauce?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/cheeseandbasilravioli_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/cheeseandbasilravioli_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/cheeseandbasilravioli_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-cbrts
74	Chicken Creole with Brown Rice	Delicious chunks of chicken with hearty brown rice in a zesty tomato sauce.	http://www.hackleyhealthmanagement.com/chicken-creole-with-brown-rice?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickencreolewithbrownrice_wbox.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickencreolewithbrownrice_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickencreolewithbrownrice_wvegsides.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickencreolewithbrownrice_webready.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-ccbr
75	Chicken Pasta Parmesan	Tender chicken pieces cooked with pasta shells in a classic Italian sauce flavored with Romano cheese.	http://www.hackleyhealthmanagement.com/chicken-pasta-parmesan?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenpastaparmesan_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenpastaparmesan_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenpastaparmesan_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenpastaparmesan_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-cpp
76	Chicken with BBQ Sauce	A tender, boneless chicken breast is smothered in a tangy barbecue sauce, served with white rice and pinto beans.	http://www.hackleyhealthmanagement.com/chicken-with-bbq-sauce?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenwithbarbecuesauce_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenwithbarbecuesauce_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenwithbarbecuesauce_wveg.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenwithbarbecuesauce_withsides.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chickenwithbarbecuesauce_andshake.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-cbs
77	Five Bean Casserole	A fiber-rich combination of red beans, black beans, white beans, chickpeas, and lentils in a mild, chili-flavored sauce.	http://www.hackleyhealthmanagement.com/five-bean-casserole?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/f/i/fivebeancasserole_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/f/i/fivebeancasserole_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/f/i/fivebeancasserole_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-fbc
78	HMR 70 Plus - Vanilla	For a lactose-free HMR Shake or Pudding You&rsquo;ll love the terrific taste and great versatility of our HMR 70 Plus! Ingredients	http://www.hackleyhealthmanagement.com/hmr70-plus?utm_source=google_shopping&utm_medium=feed&149=7	http://www.hackleyhealthmanagement.com/media/catalog/product/7/0/70-plus-vanilla-box_1.jpg	 	40.50 USD	 	 	2014-08-17	in stock	1.4500 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-70-v
79	HMR 70 Plus - Chocolate	For a lactose-free HMR Shake or Pudding You&rsquo;ll love the terrific taste and great versatility of our HMR 70 Plus! Ingredients	http://www.hackleyhealthmanagement.com/hmr70-plus?utm_source=google_shopping&utm_medium=feed&149=5	http://www.hackleyhealthmanagement.com/media/catalog/product/7/0/70-plus-chocolate-box_1.jpg	 	40.50 USD	 	 	2014-08-17	in stock	1.4500 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-70-c
81	Lasagna with Meat Sauce	Lasagna layered with a delicious blend of cheeses and classic vegetables in a tasty meat sauce.	http://www.hackleyhealthmanagement.com/lasagna-with-meat-sauce?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/l/a/lasagnawithmeatsauce_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/l/a/lasagnawithmeatsauce_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/l/a/lasagnawithmeatsauce_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/l/a/lasagnawithmeatsauce_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-lms
82	Mushroom Risotto	Creamy wild and white rice with mushrooms and red peppers in a flavorful cheese sauce.	http://www.hackleyhealthmanagement.com/mushroom-risotto?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/m/u/mushroomrisotto_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/m/u/mushroomrisotto_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/m/u/mushroomrisotto_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-mr
83	Savory Chicken	Tender strips of chicken cooked with mushrooms and carrots in a rich, brown sauce, served over wild rice.	http://www.hackleyhealthmanagement.com/savory-chicken?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/s/a/savorychicken_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/s/a/savorychicken_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/s/a/savorychicken_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-sc
84	Turkey Chili	Lean, seasoned ground turkey is combined with pinto beans in a spicy red sauce for a delicious change of pace.	http://www.hackleyhealthmanagement.com/turkey-chili?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/t/u/turkeychili_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/t/u/turkeychili_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/t/u/turkeychili_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/t/u/turkeychili_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-tc
86	HMR 500 - Chocolate	The original HMR Shake that started it all It’s easy to whip up a rich, thick, delicious Shake at home, at the office, or almost anywhere with our convenient single-serving HMR 500 packets. Ingredients	http://www.hackleyhealthmanagement.com/hmr500?utm_source=google_shopping&utm_medium=feed&149=5	http://www.hackleyhealthmanagement.com/media/catalog/product/5/0/500-chocolate_1.jpg	 	38.50 USD	 	 	2014-08-17	in stock	1.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-500-c
85	HMR 500 - Vanilla	The original HMR Shake that started it all It’s easy to whip up a rich, thick, delicious Shake at home, at the office, or almost anywhere with our convenient single-serving HMR 500 packets. Ingredients	http://www.hackleyhealthmanagement.com/hmr500?utm_source=google_shopping&utm_medium=feed&149=7	http://www.hackleyhealthmanagement.com/media/catalog/product/5/0/500-vanilla_1.jpg	 	38.50 USD	 	 	2014-08-17	in stock	1.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-500-v
88	Vegetable Stew with Beef	This full-flavored stew combines tender chunks of beef with farm-fresh potatoes, onions, carrots, peas, and celery.	http://www.hackleyhealthmanagement.com/vegetable-stew-with-beef?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/v/e/vegetablestewwithbeef_closeup.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/v/e/vegetablestewwithbeef_box.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/v/e/vegetablestewwithbeef_wvegsideview.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/v/e/vegetablestewwithbeef_wveg.jpg	3.50 USD	 	 	2014-08-17	in stock	0.5000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition	Health & Beauty > Health Care > Fitness & Nutrition	entree-vbs
90	HMR 800 - Chocolate	Our thickest HMR Shake So smooth and rich it’s almost decadent! HMR 800 blends into a rich, creamy Shake with a few more calories and extra protein. Ingredients	http://www.hackleyhealthmanagement.com/hmr800?utm_source=google_shopping&utm_medium=feed&149=5	http://www.hackleyhealthmanagement.com/media/catalog/product/8/0/800-chocolate-box_1.jpg	 	40.50 USD	 	 	2014-08-17	in stock	1.1200 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-800-c
89	HMR 800 - Vanilla	Our thickest HMR Shake So smooth and rich it’s almost decadent! HMR 800 blends into a rich, creamy Shake with a few more calories and extra protein. Ingredients	http://www.hackleyhealthmanagement.com/hmr800?utm_source=google_shopping&utm_medium=feed&149=7	http://www.hackleyhealthmanagement.com/media/catalog/product/8/0/800-vanilla-box_1.jpg	 	40.50 USD	 	 	2014-08-17	in stock	1.1200 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Drinks & Shakes	shake-800-v
98	HMR BeneFit Bars - Chocolate Chocolate	Box of 24 HMR Chocolate Chocolate BeneFit Bars Just because you’re watching your weight doesn’t mean you can’t satisfy you sweet tooth.	http://www.hackleyhealthmanagement.com/hmr-benefit-bars-chocolate-chocolate?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chocolatechocolatebar_wrapper.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chocolatechocolatebar_stacked.jpg,http://www.hackleyhealthmanagement.com/media/catalog/product/c/h/chocolatechocolatebar.jpg	30.00 USD	 	 	2014-08-17	in stock	3.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	bars-cc
101	HMR BeneFit Bars - Blueberry	Box of 24 HMR Blueberry BeneFit Bars Just because you’re watching your weight doesn’t mean you can’t satisfy you sweet tooth.	http://www.hackleyhealthmanagement.com/hmr-benefit-bars-blueberry?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/b/l/blueberrybar_wrapper.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/b/l/blueberrybar.jpg	30.00 USD	 	 	2014-08-17	in stock	3.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	bars-b
108	HMR BeneFit Bars - Honey Graham	Box of 24 HMR Honey Graham BeneFit Bars Just because you’re watching your weight doesn’t mean you can’t satisfy you sweet tooth.	http://www.hackleyhealthmanagement.com/hmr-benefit-bars-honey-graham?utm_source=google_shopping&utm_medium=feed	http://www.hackleyhealthmanagement.com/media/catalog/product/h/o/honeygraham_wrapper.jpg	http://www.hackleyhealthmanagement.com/media/catalog/product/h/o/honeygraham_bar.jpg	30.00 USD	 	 	2014-08-17	in stock	3.0000 lb	health management resources	new	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	Health & Beauty > Health Care > Fitness & Nutrition > Nutrition Bars	bars-hg
92	LorAnn Flavor Fountain - Black Raspberry	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=21	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0905-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-black-raspberry
107	LorAnn Flavor Fountain - Strawberry	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=34	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0955-0500_1_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-strawberry
106	LorAnn Flavor Fountain - Red Raspberry	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=33	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0954-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-red-raspberry
105	LorAnn Flavor Fountain - Orange Cream	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=32	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0950-0500_1_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-orange-cream
104	LorAnn Flavor Fountain - Mocha	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=31	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0945-0500_1_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-mocha
103	LorAnn Flavor Fountain - Mint Chocolate	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=30	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0940-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-mint-chocolate
102	LorAnn Flavor Fountain - Mango	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=29	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0935-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-mango
100	LorAnn Flavor Fountain - Lemon Custard	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=28	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0934-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-lemon-custard
99	LorAnn Flavor Fountain - French Vanilla	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=27	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0933-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-french-vanilla
97	LorAnn Flavor Fountain - Cinnamon Spice	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=26	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0930-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	1.0000 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-cinnamon-spice
96	LorAnn Flavor Fountain - Chocolate Fudge	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=25	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0925-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-chocolate-fudge
95	LorAnn Flavor Fountain - Caramel Delight	LorAnn's exclusive line of flavorings specially formulated for shakes and smoothies.	http://www.hackleyhealthmanagement.com/flavor-fountain-flavorings?utm_source=google_shopping&utm_medium=feed&150=24	http://www.hackleyhealthmanagement.com/media/catalog/product/0/9/0920-0500_1.jpg	 	2.99 USD	 	 	2014-08-17	in stock	0.1500 lb	lorann	new	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	Food, Beverages & Tobacco > Food Items > Cooking & Baking Ingredients > Baking Extracts	fountain-caramel-delight
